"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","Selling Agent ID","LSC List Side","List Office Primary Board ID"
"1","G5052097","SLD","6337 DOMENICO CT","GROVELAND","34736","STEWART LAKE PRESERVE","1,537","$355,000","3","2","0","2018","None","Single Family Residence","$2,625.29","5","5","8","Cash","03/18/2022","$227.72","$230.97","1.01","FUTURE HOME REALTY INC","Whitney Griffith","260506178","261011729","261095222","Lake and Sumter","Pinellas Suncoast"
"1","T3321296","SLD","990 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE AT ESTATES AT CHERRY LAKE","1,936","$355,545","4","2","0","2021","None","Single Family Residence","$1,172.41","64","64","98","FHA","05/24/2022","$183.65","$183.65","1.00","LENNAR REALTY","Ben Goldstein","261550712","781016","261550712","Tampa","Tampa"
"1","J943686","SLD","710 JUPITER BEACH RD","GROVELAND","34736","PRESERVE AT SUNRISE","1,900","$356,469","4","2","0","2022","None","Single Family Residence","$614.00","0","0","-335","Conventional","02/24/2022","$187.62","$187.62","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261015486","272508264","For Future Use","Other"
"1","T3328458","SLD","962 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE AT ESTATES AT CHERRY LAKE","1,853","$356,775","4","2","0","2021","None","Single Family Residence","$1,172.41","15","15","17","Conventional","05/31/2022","$192.54","$192.54","1.00","LENNAR REALTY","Ben Goldstein","261550712","781016","261550712","Tampa","Tampa"
"1","O5987800","SLD","205 JUNO DR","GROVELAND","34736","PRESERVE AT SUNRISE","1,819","$357,109","4","2","1","2021","Community","Single Family Residence","$613.59","14","14","14","FHA","02/01/2022","$199.07","$196.32","0.99","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","261012367","261230417","Orlando Regional","Orlando Regional"
"1","O5988385","SLD","209 JUNO DR","GROVELAND","34736","PRESERVE AT SUNRISE","1,773","$358,000","4","2","1","2021","Community","Single Family Residence","$613.59","78","78","78","Cash","03/18/2022","$201.27","$201.92","1.00","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","261015965","269026078","Orlando Regional","Orlando Regional"
"1","J949569","SLD","1179 STRATTON AVE","GROVELAND","34736","PRESERVE AT SUNRISE","1,819","$359,909","4","2","0","2022","None","Single Family Residence","$538.25","0","0","-129","Conventional","06/24/2022","$197.86","$197.86","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","260504603","261213640","For Future Use","Other"
"1","O6027402","SLD","1128 STONEHAM DR","GROVELAND","34736","GREEN VALLEY WEST","1,822","$360,000","3","2","0","2002","Community","Single Family Residence","$3,423.23","1","1","1","FHA","06/23/2022","$186.06","$197.59","1.06","RIO HOMES AND INVESTMENTS LLC","Alreyas Baksh","261070202","51957H","261221650","Orlando Regional","Orlando Regional"
"1","G5052481","SLD","283 CABRILLO DR","GROVELAND","34736","MARINA DEL REY","1,614","$360,000","3","2","0","2015","None","Single Family Residence","$1,994.19","3","3","3","Conventional","04/04/2022","$216.79","$223.05","1.03","OPTIMA ONE REALTY, INC.","Drew Evans","260503614","272504178","261088826","Lake and Sumter","Lake and Sumter"
"1","OM633925","SLD","204 PIMA TRAIL","GROVELAND","34736","CHERRYRIDGE AT ESTATES AT CHERRY LAKE","1,881","$360,000","4","2","0","2014","None","Single Family Residence","$3,322.00","0","0","0","Conventional","03/14/2022","$191.39","$191.39","1.00","GAILEY ENTERPRISES REAL ESTATE","Cody Neer","271516405","261015120","261090737","Ocala - Marion","Ocala - Marion"
"1","G5050884","SLD","619 SILVERTHORN PL","GROVELAND","34736","CRESTRIDGE AT ESTATES","1,864","$360,000","3","2","0","2016","None","Single Family Residence","$4,278.88","5","5","5","Conventional","02/25/2022","$181.06","$193.13","1.07","WHEATLEY REALTY GROUP","Matthew Wheatley","260502504","260503567","272502132","Lake and Sumter","Lake and Sumter"
"1","O5997115","SLD","1232 STRATTON AVE","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,928","$360,000","4","2","0","2019","None","Single Family Residence","$3,325.00","8","8","8","Cash","02/28/2022","$189.32","$186.72","0.99","ROYAL CREST REALTY","Johnny Calhoun","261087408","261011729","261095222","Orlando Regional","Orlando Regional"
"1","O5990867","SLD","1735 WILSON PRAIRIE CIR","GROVELAND","34736","WILSON ESTATES","2,000","$360,000","4","2","0","2021","None","Single Family Residence","$632.00","4","4","4","Conventional","01/20/2022","$179.45","$180","1.00","RE/MAX PRIME PROPERTIES","Shelley Dawson","261212180","279596406","607010419","Orlando Regional","Orlando Regional"
"1","G5048356","SLD","181 CREPE MYRTLE DR","GROVELAND","34736","GROVELAND CASCADES GROVELAND PH 01","1,888","$360,000","2","2","0","2006","None","Single Family Residence","$2,196.00","46","46","46","Conventional","02/01/2022","$195.97","$190.68","0.97","RAWLS REALTY","Barbara DeLoach","261063434","261012089","261230411","Lake and Sumter","Lake and Sumter"
"1","O5996475","SLD","16379 BLOOMING CHERRY DR","GROVELAND","34736","CHERRY LAKE LANDING REP SUB","1,679","$361,000","3","2","0","2018","None","Single Family Residence","$3,085.25","4","4","4","Conventional","02/25/2022","$211.44","$215.01","1.02","EXP REALTY LLC","Brad Fairman, Jr","268004474","261015573","261219616","Orlando Regional","Sarasota - Manatee"
"1","L4925695","SLD","407 NUESTRA PL","GROVELAND","34736","GROVELAND MARINA DEL REY PH 01","1,915","$362,000","4","2","0","2007","None","Single Family Residence","$3,754.59","66","66","66","Cash","01/12/2022","$189.03","$189.03","1.00","LA ROSA REALTY PRESTIGE","Monica Harris","265505234","776125","279635138","Lakeland","Lakeland"
"1","O6017300","SLD","473 ED DOUGLAS RD","GROVELAND","34736","GROVELAND HIDDEN LAKES ESTATES PH 03","1,576","$363,000","3","2","0","2001","None","Single Family Residence","$1,425.00","20","20","20","VA","06/23/2022","$239.21","$230.33","0.96","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","56309","261072123","Orlando Regional","Orlando Regional"
"1","G5052466","SLD","379 ALCOVE DR","GROVELAND","34736","CASCADES OF GROVELAND PH 6","1,568","$364,900","2","2","0","2019","Community","Single Family Residence","$4,824.40","17","17","29","VA","06/28/2022","$232.72","$232.72","1.00","KELLER WILLIAMS ELITE PARTNERS III REALTY","Brandie Mathison-Klein","260562593","55979","261074810","Lake and Sumter","Lake and Sumter"
"1","O6010761","SLD","5994 CHURCHILL SQUARE WAY","GROVELAND","34736","BRIGHTON","1,867","$365,000","4","2","0","2020","None","Single Family Residence","$3,033.00","3","3","3","Cash","04/04/2022","$192.80","$195.5","1.01","YOUR HOME SOLD GUARANTEED REAL","Paul Stoppert","261232273","261011729","261095222","Orlando Regional","Orlando Regional"
"1","T3347380","SLD","1133 SEA EAGLE AVE","GROVELAND","34736","OSPREY COVE","1,120","$365,000","4","2","1","2007","None","Single Family Residence","$1,485.00","2","2","2","Conventional","03/13/2022","$321.34","$325.89","1.01","OFFERPAD BROKERAGE","Rob Jones","147005203","261018292","261086197","Tampa","Tampa"
"1","O5988400","SLD","417 REGATTA DR","GROVELAND","34736","WESTWOOD PH 01","2,016","$365,000","3","2","0","2005","None","Single Family Residence","$3,990.38","38","38","38","Conventional","02/15/2022","$190.97","$181.05","0.95","MARK SPAIN REAL ESTATE","Christine Landrau","304509873","261564827","658013081","Orlando Regional","Orlando Regional"
"1","U8143222","SLD","153 CABRILLO DR","GROVELAND","34736","MARINA DEL REY","2,418","$365,000","4","2","1","2015","None","Single Family Residence","$4,094.00","21","21","48","Cash","01/21/2022","$152.98","$150.95","0.99","ZILLOW HOMES INC.","Nuria Curtis","261219354","50087","157526020","Pinellas Suncoast","Pinellas Suncoast"
"1","O5982559","SLD","7745 FLORIDA BOYS RANCH RD","GROVELAND","34736","GROVELAND FARMS 17-23-25","1,220","$365,000","3","2","0","1920","None","Single Family Residence","$2,980.05","114","62","62","Cash","01/28/2022","$352.38","$299.18","0.85","COLDWELL BANKER TONY HUBBARD","Kristi Lowery","261213205","261016427","261017192","Orlando Regional","Lake and Sumter"
"1","O6004098","SLD","2069 NEWTOWN RD","GROVELAND","34736","GROVELAND LEXINGTON VILLAGE PH 03","2,270","$365,500","4","2","1","2006","None","Single Family Residence","$2,097.00","25","25","25","Conventional","04/15/2022","$176.21","$161.01","0.91","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","55171","261218870","Orlando Regional","Orlando Regional"
"1","G5047370","SLD","192 ST LUCIE WAY","GROVELAND","34736","PRESERVE/SUNRISE PH 2","1,948","$365,500","4","2","1","2020","Community","Single Family Residence","$617.99","23","23","82","Cash","01/12/2022","$187.37","$187.63","1.00","WEICHERT, REALTORS-HALLMARK PR","Margaret Harrington","260505796","261010944","279585867","Lake and Sumter","Lake and Sumter"
"1","O6019340","SLD","1807 HACKBERRY ST","GROVELAND","34736","ARBORWOOD","1,828","$366,000","4","2","0","2021","None","Single Family Residence","$627.00","0","0","0","Conventional","06/30/2022","$200.22","$200.22","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","55055","123456789","Orlando Regional","Orlando Regional"
"1","J944692","SLD","9386 VILLANOVA DR","GROVELAND","34736","CYPRESS OAKS PH 3","1,979","$366,280","4","2","0","2022","Community","Single Family Residence","$629.00","0","0","-158","Conventional","03/25/2022","$185.08","$185.08","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261013043","261208676","For Future Use","Other"
"1","J948057","SLD","177 JUNO DR","GROVELAND","34736","PRESERVE AT SUNRISE","2,103","$366,289","4","2","0","","None","Single Family Residence","$675.00","0","0","-294","Conventional","05/31/2022","$174.17","$174.17","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","260503567","261066981","For Future Use","Other"
"1","O5957072","SLD","15215 SILVER EAGLE RD","GROVELAND","34736","SILVER EAGLE RESERVE","1,971","$369,170","3","2","0","2022","None","Single Family Residence","$500.00","5","5","5","Conventional","03/29/2022","$187.30","$187.3","1.00","ADNORAM REALTY","Jay Garick","261017253","261015284","261214959","Orlando Regional","Orlando Regional"
"1","O6020521","SLD","9702 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","1,828","$370,000","4","2","0","2022","None","Single Family Residence","$627.00","0","0","0","VA","05/20/2022","$202.41","$202.41","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","261015120","261203477","Orlando Regional","Orlando Regional"
"1","O6013439","SLD","1132 SINGLETON CIR","GROVELAND","34736","GREEN VALLEY WEST","1,798","$370,000","3","2","0","2001","Private, Community","Single Family Residence","$1,304.00","56","56","56","Conventional","06/24/2022","$219.69","$205.78","0.94","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","261011522","261218724","Orlando Regional","Orlando Regional"
"1","G5052137","SLD","203 PIMA TRL","GROVELAND","34736","GROVELAND CHERRYRIDGE AT ESTATES AT CHER","1,816","$370,000","3","2","0","2006","None","Single Family Residence","$4,278.95","6","6","7","Cash","03/25/2022","$203.74","$203.74","1.00","CHARLES RUTENBERG REALTY ORLANDO","Joseph Wynkoop","261083233","261011729","261095222","Lake and Sumter","Orlando Regional"
"1","O5998808","SLD","16418 BLOOMING CHERRY","GROVELAND","34736","CHERRY LAKE LANDING PHASE 2","1,690","$370,000","3","2","0","2019","None","Single Family Residence","$3,076.35","3","3","7","Cash","03/10/2022","$215.98","$218.93","1.01","CANZELL REALTY LLC","Shirley Sanchez","261214912","261011729","261095222","Orlando Regional","West Pasco"
"1","G5048972","SLD","315 SILVER MAPLE RD","GROVELAND","34736","CASCADES/GROVELAND PH 2\TRILOGY","1,827","$370,000","2","2","0","2015","Community","Single Family Residence","$3,985.05","5","5","5","Conventional","01/04/2022","$207.94","$202.52","0.97","PAL REALTY","""A"" Indictor","260505135","260501178","260562422","Lake and Sumter","Lake and Sumter"
"1","O5980904","SLD","827 CARMILLION CT","GROVELAND","34736","WATERSIDE AT ESTATES","1,853","$370,000","4","2","0","2020","None","Single Family Residence","$1,368.13","2","2","2","Conventional","01/06/2022","$199.14","$199.68","1.00","ALL REAL ESTATE & INVESTMENTS","Patti-Jo Jungreis","260501477","261016204","261222711","Orlando Regional","Orlando Regional"
"1","G5053189","SLD","6480 DOMENICO CT","GROVELAND","34736","STEWART LAKE PRESERVE","1,537","$370,900","3","2","0","2018","None","Single Family Residence","$2,170.18","6","6","8","Cash","05/06/2022","$240.66","$241.31","1.00","FLORIDA REALTY INVESTMENTS","Bonnie Black","261550246","261010944","279585867","Lake and Sumter","Orlando Regional"
"1","O6013945","SLD","644 BLACK EAGLE DR","GROVELAND","34736","EAGLE POINTE PH IV","1,820","$371,000","4","2","0","2017","None","Single Family Residence","$2,612.04","3","3","3","Cash","05/16/2022","$203.24","$203.85","1.00","EXIT REALTY TRI-COUNTY","Andrew Raghunandan","261222492","261015965","261218315","Orlando Regional","Lake and Sumter"
"1","O6005133","SLD","478 KESTREL DR","GROVELAND","34736","EAGLE POINTE","1,817","$371,000","4","2","0","2016","None","Single Family Residence","$2,675.00","6","6","6","Conventional","04/04/2022","$206.38","$204.18","0.99","ERA GRIZZARD REAL ESTATE","Ernani Sena","261211805","260503129","258005308","Orlando Regional","Orlando Regional"
"1","O5948649","SLD","15203 SILVER EAGLE RD","GROVELAND","34736","SILVER EAGLE RESERVE","2,068","$371,168","3","2","0","2022","None","Single Family Residence","$500.00","23","23","23","FHA","04/29/2022","$179.48","$179.48","1.00","ADNORAM REALTY","Jay Garick","261017253","778011","285511081","Orlando Regional","Orlando Regional"
"1","J946411","SLD","706 JUPITER BEACH RD","GROVELAND","34736","PRESERVE AT SUNRISE PHASE 3","1,876","$371,250","4","2","0","","None","Single Family Residence","$613.59","0","0","-44","Cash","03/17/2022","$197.89","$197.89","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261014358","272507301","For Future Use","Other"
"1","G5055391","SLD","9636 EARLY LOOP","GROVELAND","34736","CYPRESS OAKS PH II","1,971","$372,000","4","2","0","2020","Community","Single Family Residence","$4,078.12","0","0","1","Cash","05/31/2022","$190.26","$188.74","0.99","WEICHERT, REALTORS-HALLMARK PR","Joey Feeser","260503532","261011729","261095222","Lake and Sumter","Lake and Sumter"
"1","O6002496","SLD","904 ASPEN VIEW CIR","GROVELAND","34736","CRESTRIDGE AT ESTATES","1,540","$372,000","3","2","0","2018","None","Single Family Residence","$3,249.00","35","35","77","Cash","05/06/2022","$238.31","$241.56","1.01","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","56037","261230342","Orlando Regional","Orlando Regional"
"1","T3321256","SLD","969 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE AT ESTATES AT CHERRY LAKE","2,109","$372,200","4","3","0","2021","None","Single Family Residence","$1,172.41","56","56","56","Conventional","05/23/2022","$176.48","$176.48","1.00","LENNAR REALTY","Ben Goldstein","261550712","781016","261550712","Tampa","Tampa"
"1","T3369598","SLD","1360 WATER WILLOW DR","GROVELAND","34736","LAKE DOUGLAS PRESERVE","1,954","$372,650","3","2","0","2018","None","Single Family Residence","$3,164.00","0","0","0","Cash","06/28/2022","$194.47","$190.71","0.98","LOKATION","Marianella Campos","276533090","261011729","261095222","Tampa","Tampa"
"1","O6004261","SLD","1266 STRATTON AVE","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,683","$372,900","3","2","0","2018","None","Single Family Residence","$2,745.56","5","5","5","Cash","04/01/2022","$219.79","$221.57","1.01","KELLER WILLIAMS REALTY AT THE PARKS","Emily Armstrong","629037194","261011729","261095222","Orlando Regional","Orlando Regional"
"1","O6018054","SLD","101 PRAIRIE FALCON DR","GROVELAND","34736","GROVELAND EAGLE POINTE PH 01","1,758","$373,000","3","2","0","2012","None","Single Family Residence","$1,648.00","5","5","6","Cash","05/13/2022","$210.46","$212.17","1.01","ENGEL & VOLKERS ORLANDO DOWNTOWN","Devon Sobers","261216182","261557162","261553751","Orlando Regional","Orlando Regional"
"1","J948566","SLD","713 JUPITER BEACH RD","GROVELAND","34736","PRESERVE AT SUNRISE PHASE 3","1,876","$373,610","4","2","0","2022","None","Single Family Residence","$613.59","0","0","-240","Cash","05/26/2022","$199.15","$199.15","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261014358","272507301","For Future Use","Other"
"1","T3338628","SLD","3061 SUNSCAPE TER","GROVELAND","34736","GROVELAND SUNRISE RIDGE","2,245","$374,000","4","2","0","2021","None","Single Family Residence","$484.43","18","18","74","Conventional","02/17/2022","$160.36","$166.59","1.04","KELLER WILLIAMS - NEW TAMPA","Adam Loaknauth","261563593","260506146","260504296","Tampa","Tampa"
"1","O6009543","SLD","630 CONSERVATION BLVD","GROVELAND","34736","CASCADES/GROVELAND PH 6","1,684","$374,800","2","2","0","2019","Community","Single Family Residence","$2,561.33","3","3","4","Conventional","05/18/2022","$222.57","$222.57","1.00","COLDWELL BANKER REALTY","Louisa Sims","261209274","260503900","261227301","Orlando Regional","Orlando Regional"
"1","J949329","SLD","9375 VILLANOVA DR","GROVELAND","34736","CYPRESS OAKS","1,900","$374,878","4","2","0","2022","None","Single Family Residence","$655.76","0","0","-99","Conventional","06/29/2022","$197.30","$197.3","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","260505353","261097949","For Future Use","Other"
"1","O5979735","SLD","9694 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","1,828","$374,990","4","2","0","2022","Community","Single Family Residence","$628.28","24","24","154","Cash","03/31/2022","$205.14","$205.14","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","260503101","260502501","Orlando Regional","Orlando Regional"
"1","S5065762","SLD","111 CABRILLO DR","GROVELAND","34736","GROVELAND MARINA DEL REY PH 01","2,902","$375,000","4","2","1","2007","None","Single Family Residence","$3,482.92","3","3","4","Cash","04/29/2022","$132.67","$129.22","0.97","PERFECT INVESTMENT REALTY","Adriana Gonzalez","272504287","260520233","260504717","Osceola","Osceola"
"1","O6016554","SLD","994 LAUREL VIEW WAY","GROVELAND","34736","310768","1,555","$375,000","3","2","0","2021","None","Single Family Residence","$1,172.00","23","23","24","Conventional","06/07/2022","$241.16","$241.16","1.00","WRA BUSINESS & REAL ESTATE","Luciana Barranco","261231834","261011867","261211498","Orlando Regional","Orlando Regional"
"1","O6002463","SLD","429 KESTREL DR","GROVELAND","34736","EAGLE POINTE PH III SUB","1,840","$375,000","4","2","0","2019","None","Single Family Residence","$2,739.51","4","4","4","Conventional","03/18/2022","$195.65","$203.8","1.04","CHARLES RUTENBERG REALTY ORLANDO","Rich Garcia","261067368","260031891","260504416","Orlando Regional","Orlando Regional"
"1","J949284","SLD","6356 DOMENICO CT","GROVELAND","34736","STEWART LAKE PRESERVE","1,707","$375,500","4","2","0","2018","None","Single Family Residence","$3,686.02","0","0","0","Cash","06/30/2022","$219.98","$219.98","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261015120","260503431","For Future Use","Other"
"1","O6025058","SLD","609 SILVERTHORN PL","GROVELAND","34736","CRESTRIDGE AT ESTATES","1,600","$376,000","3","2","0","2016","None","Single Family Residence","$3,295.50","4","4","4","Conventional","06/07/2022","$218.69","$235","1.07","OLYMPUS EXECUTIVE REALTY INC","Jessica Mangual","261217172","260503129","260505364","Orlando Regional","Orlando Regional"
"1","G5053678","SLD","2088 NEWTOWN RD","GROVELAND","34736","GROVELAND LEXINGTON VILLAGE PH 03","2,270","$376,500","4","2","1","2006","None","Single Family Residence","$3,536.65","26","26","23","Cash","04/28/2022","$167.40","$165.86","0.99","FLORIDA REALTY INVESTMENTS","Donny Stokes","260504411","261010944","279585867","Lake and Sumter","Orlando Regional"
"1","O5998985","SLD","275 CURTIS AVE","GROVELAND","34736","GROVELAND LAKE DOT LANDING LT 01 ORB 2176","2,240","$377,500","4","2","1","2003","Private","Single Family Residence","$2,680.00","3","3","3","FHA","03/16/2022","$173.66","$168.53","0.97","COLDWELL BANKER REALTY","David Hunt","272509406","279628212","261218714","Orlando Regional","Sarasota - Manatee"
"1","J947668","SLD","6820 PERCH HAMMOCK LOOP","GROVELAND","34736","TRINITY LAKES","2,215","$377,885","5","2","1","2022","None","Single Family Residence","$1,799.00","0","0","-151","Conventional","05/27/2022","$170.60","$170.6","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261011221","261071323","For Future Use","Other"
"1","G5052750","SLD","360 IRVING BEND DR","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,711","$378,000","4","2","0","2018","Community","Single Family Residence","$4,007.00","4","4","4","Cash","04/22/2022","$218.88","$220.92","1.01","FLORIDA PLUS REALTY, LLC","Mary Mateo","261085009","261011729","261095222","Lake and Sumter","Lake and Sumter"
"1","G5049479","SLD","95 PRAIRIE FALCON DR","GROVELAND","34736","EAGLE POINTE PH III SUB","2,091","$378,500","4","3","0","2020","None","Single Family Residence","$2,923.00","22","22","23","Cash","01/21/2022","$181.73","$181.01","1.00","LA ROSA RTY WINTER GARDEN LLC","Samuel Cruz, P.A","260504796","261010944","279585867","Lake and Sumter","Lake and Sumter"
"1","O6007299","SLD","492 TIMBER VILLAGE RD","GROVELAND","34736","VILLAGE ESTATES","1,870","$379,900","4","2","0","2002","Private","Single Family Residence","$1,192.00","3","3","4","Conventional","04/18/2022","$203.16","$203.16","1.00","JONES GROUP REAL ESTATE","Jared Jones","629020535","54003","261064161","Orlando Regional","Orlando Regional"
"1","O6023805","SLD","6492 DOMENICO CT","GROVELAND","34736","STEWART LAKE PRESERVE","1,707","$380,000","4","2","0","2018","None","Single Family Residence","$2,832.00","5","5","12","VA","06/24/2022","$216.75","$222.61","1.03","KELLER WILLIAMS WINTER PARK","Ryan Pearson","261226081","261018065","260562116","Orlando Regional","Orlando Regional"
"1","G5051930","SLD","1209 DEMOISELLE ST","GROVELAND","34736","GROVELAND CRANES LANDING EAST LT 01 PB 4","1,870","$380,000","3","2","0","2003","None","Single Family Residence","$2,735.00","25","25","26","FHA","04/14/2022","$203.21","$203.21","1.00","RE/MAX TITANIUM GROUP","Darlene Misciagno","260503134","272561325","261223150","Lake and Sumter","Lake and Sumter"
"1","O5976674","SLD","9673 BLACK WALNUT EST","GROVELAND","34736","ARBORWOOD","2,432","$380,990","4","2","1","2021","Community","Single Family Residence","$628.28","12","12","12","VA","01/27/2022","$156.66","$156.66","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","260503894","261218215","Orlando Regional","Orlando Regional"
"1","O5998277","SLD","105 SALT MARSH LN","GROVELAND","34736","CASCADES/GROVELAND PH 1","1,833","$382,000","2","2","0","2013","Community","Single Family Residence","$5,263.00","15","15","15","Conventional","03/08/2022","$210.04","$208.4","0.99","FLORIDA CONNEXION PROPERTIES","Camila Ricchetti","261221585","260503279","260503463","Orlando Regional","Orlando Regional"
"1","J943331","SLD","1796 WILSON PRAIRIE CIR","GROVELAND","34736","WILSON ESTATES","2,566","$383,834","4","3","0","2021","None","Single Family Residence","$627.94","0","0","-283","Conventional","02/28/2022","$149.58","$149.58","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261013043","261214365","For Future Use","Other"
"1","T3340455","SLD","957 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE 50S","2,584","$383,990","4","2","1","2021","None","Single Family Residence","$1,172.41","38","38","38","FHA","06/03/2022","$148.60","$148.6","1.00","LENNAR REALTY","Ben Goldstein","261550712","781016","261550712","Tampa","Tampa"
"1","G5054884","SLD","189 JUNO DR","GROVELAND","34736","PRESERVE AT SUNRISE","1,711","$384,000","4","2","0","2022","None","Single Family Residence","$613.59","7","7","12","Conventional","05/31/2022","$225.01","$224.43","1.00","HANCOCK REAL ESTATE","Mitchell Stiefel","260501736","260505076","261211471","Lake and Sumter","Lake and Sumter"
"1","J948012","SLD","9400 LA SALLE ST","GROVELAND","34736","CYPRESS OAKS","2,103","$384,594","4","2","0","2022","None","Single Family Residence","$655.76","0","0","-294","Conventional","05/27/2022","$182.88","$182.88","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261016192","261093312","For Future Use","Other"
"1","G5049861","SLD","309 SILVER MAPLE RD","GROVELAND","34736","CASCADES OF GROVELAND","1,612","$384,990","2","2","0","2015","Community","Single Family Residence","$3,924.23","2","2","2","Cash","01/13/2022","$238.83","$238.83","1.00","OLYMPUS EXECUTIVE REALTY INC","Nancy Pruitt, PA","261203477","260503900","261227301","Lake and Sumter","Orlando Regional"
"1","G5055881","SLD","246 PIMA TRL","GROVELAND","34736","GROVELAND CHERRYRIDGE AT ESTATES AT CHERRY LAKE","2,006","$385,000","3","2","0","2006","None","Single Family Residence","$2,896.25","3","3","3","Cash","06/30/2022","$199.40","$191.92","0.96","RE/MAX TITANIUM GROUP","Darlene Misciagno","260503134","261015965","261218315","Lake and Sumter","Lake and Sumter"
"1","O6006854","SLD","412 KESTREL DR","GROVELAND","34736","EAGLE POINTE PH III SUB","1,988","$385,000","4","2","0","2019","None","Single Family Residence","$2,397.00","1","1","18","FHA","04/18/2022","$190.90","$193.66","1.01","ONE REAL ESTATE WORLD","Carlos Aznar","261088889","260505353","272507740","Orlando Regional","Orlando Regional"
"1","O6001229","SLD","1118 PEREGRINE ST","GROVELAND","34736","CRANES LANDING EAST LT 01 PB 48","1,850","$385,000","3","2","0","2003","None","Single Family Residence","$1,131.00","3","3","4","Conventional","03/16/2022","$205.41","$208.11","1.01","KELLER WILLIAMS WINTER PARK","Marianne Khozam","261217216","261018697","261203221","Orlando Regional","Orlando Regional"
"1","O5995352","SLD","203 SANGMON CT","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,907","$385,000","4","2","0","2018","Community","Single Family Residence","$3,410.00","42","42","42","VA","03/18/2022","$215.52","$201.89","0.94","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","261012236","261216974","Orlando Regional","Orlando Regional"
"1","G5049333","SLD","118 GREEN BRANCH BLVD","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","2,100","$385,000","4","2","0","2019","Community","Single Family Residence","$3,416.13","34","34","34","Cash","01/21/2022","$185.71","$183.33","0.99","KELLER WILLIAMS ELITE PARTNERS III REALTY","Brandie Mathison-Klein","260562593","50096","261082154","Lake and Sumter","Lake and Sumter"
"1","G5051735","SLD","1101 PEREGRINE ST","GROVELAND","34736","CRANES LNDG EAST","1,805","$386,000","3","2","0","2003","Private","Single Family Residence","$0.00","2","2","2","Conventional","03/10/2022","$204.43","$213.85","1.05","EXP REALTY LLC","Kelly Wheeler","260504842","261015120","413578916","Lake and Sumter","Sarasota - Manatee"
"1","O6010291","SLD","426 KESTREL DR","GROVELAND","34736","EAGLE POINTE PH III SUB","1,978","$388,000","4","2","0","2019","None","Single Family Residence","$3,007.29","18","18","18","Cash","04/27/2022","$192.11","$196.16","1.02","INNOVATION GROUP","Madeline Rivera","261095343","55055","123456789","Orlando Regional","Orlando Regional"
"1","T3352547","SLD","6828 PERCH HAMMOCK LOOP","GROVELAND","34736","TRINITY LAKES 40","2,215","$389,100","5","2","1","2022","Community","Single Family Residence","$1,798.93","7","7","7","Conventional","05/27/2022","$175.67","$175.67","1.00","LENNAR REALTY","Ben Goldstein","261550712","260501836","261222388","Tampa","Tampa"
